Sample	Group	Length
CbA1	Cb	682
CbA1	Cb	424
CbA1	Cb	685
CbA1	Cb	169
CbA1	Cb	532
CbA1	Cb	151
CbA1	Cb	300
CbA1	Cb	555
CbA1	Cb	293
CbA1	Cb	274
CbA1	Cb	409
CbA1	Cb	880
CbA1	Cb	294
CbA1	Cb	623
CbA1	Cb	309
CbA1	Cb	295
CbA1	Cb	625
CbA1	Cb	205
CbA1	Cb	440
CbA1	Cb	325
CbA1	Cb	94
CbA1	Cb	214
CbA1	Cb	2273
CbA1	Cb	927
CbA1	Cb	403
CbA1	Cb	147
CbA1	Cb	161
CbA1	Cb	4046
CbA1	Cb	312
CbA1	Cb	205
CbA1	Cb	803
CbA1	Cb	281
CbA1	Cb	555
CbA1	Cb	355
CbA1	Cb	238
CbA1	Cb	1067
CbA1	Cb	2285
CbA1	Cb	440
CbA1	Cb	4366
CbA1	Cb	605
CbA1	Cb	204
CbA1	Cb	347
CbA1	Cb	447
CbA1	Cb	340
CbA1	Cb	301
CbA1	Cb	442
CbA1	Cb	3018
CbA1	Cb	2956
CbA1	Cb	3423
CbA1	Cb	413
CbA1	Cb	192
CbA1	Cb	634
CbA1	Cb	516
CbA1	Cb	2845
CbA1	Cb	4550
CbA1	Cb	539
CbA1	Cb	2280
CbA1	Cb	213
CbA1	Cb	594
CbA1	Cb	372
CbA1	Cb	339
CbA1	Cb	615
CbA1	Cb	1141
CbA1	Cb	218
CbA1	Cb	454
CbA1	Cb	321
CbA1	Cb	945
CbA1	Cb	272
CbA1	Cb	491
CbA1	Cb	277
CbA1	Cb	338
CbA1	Cb	1911
CbA1	Cb	461
CbA1	Cb	217
CbA1	Cb	217
CbA1	Cb	833
CbA1	Cb	368
CbA1	Cb	332
CbA1	Cb	218
CbA1	Cb	337
CbA1	Cb	302
CbA1	Cb	300
CbA1	Cb	889
CbA1	Cb	191
CbA1	Cb	239
CbA1	Cb	1100
CbA1	Cb	489
CbA1	Cb	935
CbA1	Cb	4491
CbA1	Cb	297
CbA1	Cb	831
CbA1	Cb	460
CbA1	Cb	324
CbA1	Cb	536
CbA1	Cb	137
CbA1	Cb	149
CbA1	Cb	708
CbA1	Cb	2513
CbA1	Cb	459
CbA1	Cb	319
CbA1	Cb	867
CbA1	Cb	328
CbA1	Cb	189
CbA1	Cb	3609
CbA1	Cb	351
CbA1	Cb	582
CbA1	Cb	1481
CbA1	Cb	371
CbA1	Cb	378
CbA1	Cb	338
CbA1	Cb	343
CbA1	Cb	402
CbA1	Cb	211
CbA1	Cb	238
CbA1	Cb	740
CbA1	Cb	1690
CbA1	Cb	3129
CbA1	Cb	365
CbA1	Cb	364
CbA1	Cb	377
CbA1	Cb	906
CbA1	Cb	862
CbA1	Cb	4407
CbA1	Cb	935
CbA1	Cb	371
CbA1	Cb	345
CbA1	Cb	210
CbA1	Cb	369
CbA1	Cb	692
CbA1	Cb	360
CbA1	Cb	227
CbA1	Cb	350
CbA1	Cb	696
CbA1	Cb	211
CbA1	Cb	457
CbA1	Cb	168
CbA1	Cb	308
CbA1	Cb	281
CbA1	Cb	765
CbA1	Cb	468
CbA1	Cb	172
CbA1	Cb	205
CbA1	Cb	383
CbA1	Cb	318
CbA1	Cb	235
CbA1	Cb	2528
CbA1	Cb	776
CbA1	Cb	407
CbA1	Cb	1122
CbA1	Cb	188
CbA1	Cb	3771
CbA1	Cb	255
CbA1	Cb	357
CbA1	Cb	256
CbA1	Cb	1761
CbA1	Cb	3489
CbA1	Cb	456
CbA1	Cb	2750
CbA1	Cb	884
CbA1	Cb	277
CbA1	Cb	3760
CbA1	Cb	549
CbA1	Cb	902
CbA1	Cb	341
CbA1	Cb	497
CbA1	Cb	4129
CbA1	Cb	179
CbA1	Cb	192
CbA1	Cb	681
CbA1	Cb	1789
CbA1	Cb	261
CbA1	Cb	210
CbA1	Cb	1546
CbA1	Cb	1665
CbA1	Cb	2659
CbA1	Cb	2388
CbA1	Cb	666
CbA1	Cb	344
CbA1	Cb	389
CbA1	Cb	263
CbA1	Cb	428
CbA1	Cb	360
CbA1	Cb	641
CbA1	Cb	2184
CbA1	Cb	218
CbA1	Cb	2102
CbA1	Cb	120
CbA1	Cb	2012
CbA1	Cb	241
CbA1	Cb	2399
CbA1	Cb	427
CbA1	Cb	214
CbA1	Cb	1942
CbA1	Cb	829
CbA1	Cb	236
CbA1	Cb	417
CbA1	Cb	3543
CbA1	Cb	267
CbA1	Cb	1447
CbA1	Cb	416
CbA1	Cb	150
CbA1	Cb	486
CbA1	Cb	1785
CbA1	Cb	342
CbA1	Cb	279
CbA1	Cb	736
CbA1	Cb	4236
CbA1	Cb	3887
CbA1	Cb	387
CbA1	Cb	242
CbA1	Cb	966
CbA1	Cb	185
CbA1	Cb	933
CbA1	Cb	308
CbA1	Cb	1037
CbA1	Cb	876
CbA1	Cb	563
CbA1	Cb	1048
CbA1	Cb	708
CbA1	Cb	364
CbA1	Cb	1656
CbA1	Cb	347
CbA1	Cb	257
CbA1	Cb	198
CbA1	Cb	281
CbA1	Cb	343
CbA1	Cb	2187
CbA1	Cb	220
CbA1	Cb	608
CbA1	Cb	1898
CbA1	Cb	552
CbA1	Cb	477
CbA1	Cb	355
CbA1	Cb	340
CbA1	Cb	3055
CbA1	Cb	258
CbA1	Cb	241
CbA1	Cb	393
CbA1	Cb	180
CbA1	Cb	273
CbA1	Cb	336
CbA1	Cb	3719
CbA1	Cb	640
CbA1	Cb	4782
CbA1	Cb	387
CbA1	Cb	148
CbA1	Cb	405
CbA1	Cb	318
CbA1	Cb	287
CbA1	Cb	514
CbA1	Cb	406
CbA1	Cb	1277
CbA1	Cb	374
CbA1	Cb	280
CbA1	Cb	636
CbA1	Cb	329
CbA1	Cb	225
CbA1	Cb	190
CbA1	Cb	242
CbA1	Cb	826
CbA1	Cb	460
CbA1	Cb	332
CbA1	Cb	1151
CbA1	Cb	2894
CbA1	Cb	524
CbA1	Cb	318
CbA1	Cb	354
CbA1	Cb	2483
CbA1	Cb	366
CbA1	Cb	291
CbA1	Cb	323
CbA1	Cb	361
CbA1	Cb	226
CbA1	Cb	1086
CbA1	Cb	888
CbA1	Cb	199
CbA1	Cb	475
CbA1	Cb	268
CbA1	Cb	387
CbA1	Cb	162
CbA1	Cb	223
CbA1	Cb	1201
CbA1	Cb	3310
CbA1	Cb	1816
CbA1	Cb	428
CbA1	Cb	349
CbA1	Cb	320
CbA1	Cb	734
CbA1	Cb	556
CbA1	Cb	189
CbA1	Cb	286
CbA1	Cb	1716
CbA1	Cb	385
CbA1	Cb	631
CbA1	Cb	396
CbA1	Cb	420
CbA1	Cb	308
CbA1	Cb	352
CbA1	Cb	391
CbA1	Cb	1582
CbA1	Cb	391
CbA1	Cb	81
CbA1	Cb	195
CbA1	Cb	280
CbA1	Cb	974
CbA1	Cb	518
CbA1	Cb	185
CbA1	Cb	205
CbA1	Cb	393
CbA1	Cb	210
CbA1	Cb	372
CbA1	Cb	451
CbA1	Cb	269
CbA1	Cb	367
CbA1	Cb	675
CbA1	Cb	339
CbA1	Cb	2396
CbA1	Cb	779
CbA1	Cb	301
CbA1	Cb	343
CbA1	Cb	778
CbA1	Cb	569
CbA1	Cb	401
CbA1	Cb	292
CbA1	Cb	207
CbA1	Cb	241
CbA1	Cb	1249
CbA1	Cb	266
CbA1	Cb	377
CbA1	Cb	178
CbA1	Cb	1894
CbA1	Cb	276
CbA1	Cb	383
CbA1	Cb	558
CbA1	Cb	742
CbA1	Cb	307
CbA1	Cb	609
CbA1	Cb	226
CbA1	Cb	1119
CbA1	Cb	170
CbA1	Cb	3782
CbA1	Cb	805
CbA1	Cb	244
CbA1	Cb	199
CbA1	Cb	1476
CbA1	Cb	595
CbA1	Cb	430
CbA1	Cb	331
CbA1	Cb	339
CbA1	Cb	406
CbA1	Cb	300
CbA1	Cb	313
CbA1	Cb	230
CbA1	Cb	226
CbA1	Cb	273
CbA1	Cb	230
CbA1	Cb	203
CbA1	Cb	1109
CbA1	Cb	407
CbA1	Cb	2174
CbA1	Cb	1284
CbA1	Cb	224
CbA1	Cb	1084
CbA1	Cb	361
CbA1	Cb	175
CbA1	Cb	1748
CbA1	Cb	406
CbA1	Cb	2297
CbA1	Cb	2287
CbA1	Cb	395
CbA1	Cb	3862
CbA1	Cb	765
CbA1	Cb	288
CbA1	Cb	499
CbA1	Cb	447
CbA1	Cb	378
CbA1	Cb	304
CbA1	Cb	230
CbA1	Cb	533
CbA1	Cb	403
CbA1	Cb	152
CbA1	Cb	1234
CbA1	Cb	470
CbA1	Cb	238
CbA1	Cb	1818
CbA1	Cb	821
CbA1	Cb	2249
CbA1	Cb	535
CbA1	Cb	497
CbA1	Cb	415
CbA1	Cb	439
CbA1	Cb	1678
CbA1	Cb	2339
CbA1	Cb	2048
CbA1	Cb	568
CbA1	Cb	811
CbA1	Cb	250
CbA1	Cb	367
CbA1	Cb	490
CbA1	Cb	807
CbA1	Cb	1138
CbA1	Cb	287
CbA1	Cb	454
CbA1	Cb	645
CbA1	Cb	400
CbA1	Cb	1189
CbA1	Cb	1002
CbA1	Cb	339
CbA1	Cb	580
CbA1	Cb	2083
CbA1	Cb	2190
CbA1	Cb	828
CbA1	Cb	2307
CbA1	Cb	363
CbA1	Cb	991
CbA1	Cb	527
CbA1	Cb	471
CbA1	Cb	2709
CbA1	Cb	265
CbA1	Cb	309
CbA1	Cb	381
CbA1	Cb	605
CbA1	Cb	1977
CbA1	Cb	921
CbA1	Cb	366
CbA1	Cb	372
CbA1	Cb	1312
CbA1	Cb	115
CbA1	Cb	4290
CbA1	Cb	379
CbA1	Cb	976
CbA1	Cb	1310
CbA1	Cb	412
CbA1	Cb	599
CbA1	Cb	1774
CbA1	Cb	412
CbA1	Cb	457
CbA1	Cb	379
CbA1	Cb	765
CbA1	Cb	304
CbA1	Cb	764
CbA1	Cb	440
CbA1	Cb	214
CbA1	Cb	792
CbA1	Cb	258
CbA1	Cb	401
CbA1	Cb	469
CbA1	Cb	212
CbA1	Cb	139
CbA1	Cb	611
CbA1	Cb	621
CbA1	Cb	226
CbA1	Cb	608
CbA1	Cb	275
CbA1	Cb	295
CbA1	Cb	241
CbA1	Cb	375
CbA1	Cb	366
CbA1	Cb	365
CbA1	Cb	601
CbA1	Cb	337
CbA1	Cb	406
CbA1	Cb	298
CbA1	Cb	393
CbA1	Cb	1009
CbA1	Cb	584
CbA1	Cb	508
CbA1	Cb	600
CbA1	Cb	379
CbA1	Cb	514
CbA1	Cb	363
CbA1	Cb	194
CbA1	Cb	308
CbA1	Cb	2719
CbA1	Cb	519
CbA1	Cb	734
CbA1	Cb	323
CbA1	Cb	133
CbA1	Cb	130
CbA1	Cb	387
CbA1	Cb	403
CbA1	Cb	733
CbA1	Cb	377
CbA1	Cb	275
CbA1	Cb	2063
CbA1	Cb	420
CbA1	Cb	1137
CbA1	Cb	315
CbA1	Cb	168
CbA1	Cb	590
CbA1	Cb	233
CbA1	Cb	411
CbA1	Cb	2223
CbA1	Cb	200
CbA1	Cb	419
CbA1	Cb	442
CbA1	Cb	3621
CbA1	Cb	432
CbA1	Cb	369
CbA1	Cb	228
CbA1	Cb	700
CbA1	Cb	727
CbA1	Cb	2026
CbA1	Cb	825
CbA1	Cb	519
CbA1	Cb	466
CbA1	Cb	374
CbA1	Cb	216
CbA1	Cb	386
CbA1	Cb	2055
CbA1	Cb	177
CbA1	Cb	942
CbA1	Cb	2483
CbA1	Cb	2408
CbA1	Cb	601
CbA1	Cb	350
CbA1	Cb	2231
CbA1	Cb	2999
CbA1	Cb	414
CbA1	Cb	372
CbA1	Cb	719
CbA1	Cb	756
CbA1	Cb	519
CbA1	Cb	3281
CbA1	Cb	573
CbA1	Cb	518
CbA1	Cb	747
CbA1	Cb	4173
CbA1	Cb	297
CbA1	Cb	207
CbA1	Cb	3775
CbA1	Cb	5053
CbA1	Cb	3104
CbA1	Cb	2499
CbA1	Cb	2666
CbA1	Cb	392
CbA1	Cb	654
CbA1	Cb	205
CbA1	Cb	1325
CbA1	Cb	4429
CbA1	Cb	406
CbA1	Cb	610
CbA1	Cb	779
CbA1	Cb	253
CbA1	Cb	205
CbA1	Cb	233
CbA1	Cb	904
CbA1	Cb	611
CbA1	Cb	411
CbA1	Cb	204
CbA1	Cb	2693
CbA1	Cb	269
CbA1	Cb	457
CbA1	Cb	266
CbA1	Cb	2530
CbA1	Cb	661
CbA1	Cb	660
CbA1	Cb	3287
CbA1	Cb	429
CbA1	Cb	2449
CbA1	Cb	395
CbA1	Cb	3764
CbA1	Cb	175
CbA1	Cb	531
CbA1	Cb	776
CbA1	Cb	742
CbA1	Cb	277
CbA1	Cb	259
CbA1	Cb	192
CbA1	Cb	171
CbA1	Cb	423
CbA1	Cb	354
CbA1	Cb	179
CbA1	Cb	449
CbA1	Cb	273
CbA1	Cb	515
CbA1	Cb	557
CbA1	Cb	314
CbA1	Cb	279
CbA1	Cb	219
CbA1	Cb	470
CbA1	Cb	555
CbA1	Cb	237
CbA1	Cb	138
CbA1	Cb	308
CbA1	Cb	338
CbA1	Cb	265
CbA1	Cb	375
CbA1	Cb	422
CbA1	Cb	383
CbA1	Cb	369
CbA1	Cb	5309
CbA1	Cb	899
CbA1	Cb	4571
CbA1	Cb	5310
CbA1	Cb	745
CbA1	Cb	257
CbA1	Cb	364
CbA1	Cb	148
CbA1	Cb	1009
CbA1	Cb	687
CbA1	Cb	204
CbA1	Cb	456
CbA1	Cb	306
CbA1	Cb	2655
CbA1	Cb	495
CbA1	Cb	294
CbA1	Cb	420
CbA1	Cb	260
CbA1	Cb	3253
CbA1	Cb	1196
CbA1	Cb	367
CbA1	Cb	369
CbA1	Cb	329
CbA1	Cb	171
CbA1	Cb	2068
CbA1	Cb	248
CbA1	Cb	3180
CbA1	Cb	432
CbA1	Cb	502
CbA1	Cb	260
CbA1	Cb	484
CbA1	Cb	366
CbA1	Cb	468
CbA1	Cb	492
CbA1	Cb	205
CbA1	Cb	3237
CbA1	Cb	228
CbA1	Cb	649
CbA1	Cb	428
CbA1	Cb	286
CbA1	Cb	380
CbA1	Cb	244
CbA1	Cb	400
CbA1	Cb	331
CbA1	Cb	790
CbA1	Cb	173
CbA1	Cb	401
CbA1	Cb	408
CbA1	Cb	492
CbA1	Cb	563
CbA1	Cb	176
CbA1	Cb	181
CbA1	Cb	516
CbA1	Cb	3336
CbA1	Cb	2234
CbA1	Cb	780
CbA1	Cb	779
CbA1	Cb	392
CbA1	Cb	2228
CbA1	Cb	363
CbA1	Cb	235
CbA1	Cb	311
CbA1	Cb	378
CbA1	Cb	285
CbA1	Cb	484
CbA1	Cb	442
CbA1	Cb	663
CbA1	Cb	346
CbA1	Cb	676
CbA1	Cb	221
CbA1	Cb	2479
CbA1	Cb	288
CbA1	Cb	744
CbA1	Cb	391
CbA1	Cb	1036
CbA1	Cb	946
CbA1	Cb	512
CbA1	Cb	690
CbA1	Cb	618
CbA1	Cb	2826
CbA1	Cb	421
CbA1	Cb	187
CbA1	Cb	1283
CbA1	Cb	718
CbA1	Cb	211
CbA1	Cb	332
CbA1	Cb	187
CbA1	Cb	206
CbA1	Cb	351
CbA1	Cb	337
CbA1	Cb	530
CbA1	Cb	241
CbA1	Cb	239
CbA1	Cb	174
CbA1	Cb	346
CbA1	Cb	310
CbA1	Cb	210
CbA1	Cb	1612
CbA1	Cb	331
CbA1	Cb	340
CbA1	Cb	178
CbA1	Cb	536
CbA1	Cb	238
CbA1	Cb	2003
CbA1	Cb	759
CbA1	Cb	2366
CbA1	Cb	113
CbA1	Cb	411
CbA1	Cb	375
CbA1	Cb	219
CbA1	Cb	1004
CbA1	Cb	253
CbA1	Cb	255
CbA1	Cb	601
CbA1	Cb	383
CbA1	Cb	190
CbA1	Cb	314
CbA1	Cb	891
CbA1	Cb	2519
CbA1	Cb	405
CbA1	Cb	545
CbA1	Cb	360
CbA1	Cb	385
CbA1	Cb	241
CbA1	Cb	386
CbA1	Cb	206
CbA1	Cb	573
CbA1	Cb	540
CbA1	Cb	1539
CbA1	Cb	392
CbA1	Cb	780
CbA1	Cb	600
CbA1	Cb	308
CbA1	Cb	375
CbA1	Cb	285
CbA1	Cb	263
CbA1	Cb	317
CbA1	Cb	391
CbA1	Cb	566
CbA1	Cb	235
CbA1	Cb	349
CbA1	Cb	761
CbA1	Cb	555
CbA1	Cb	1155
CbA1	Cb	3203
CbA1	Cb	391
CbA1	Cb	164
CbA1	Cb	333
CbA1	Cb	1781
CbA1	Cb	743
CbA1	Cb	575
CbA1	Cb	243
CbA1	Cb	190
CbA1	Cb	345
CbA1	Cb	255
CbA1	Cb	88
CbA1	Cb	428
CbA1	Cb	314
CbA1	Cb	1495
CbA1	Cb	385
CbA1	Cb	566
CbA1	Cb	4825
CbA1	Cb	438
CbA1	Cb	1473
CbA1	Cb	378
CbA1	Cb	1069
CbA1	Cb	781
CbA1	Cb	665
CbA1	Cb	142
CbA1	Cb	745
CbA1	Cb	269
CbA1	Cb	584
CbA1	Cb	340
CbA1	Cb	370
CbA1	Cb	381
CbA1	Cb	179
CbA1	Cb	431
CbA1	Cb	256
CbA1	Cb	228
CbA1	Cb	579
CbA1	Cb	286
CbA1	Cb	350
CbA1	Cb	3377
CbA1	Cb	354
CbA1	Cb	336
CbA1	Cb	492
CbA1	Cb	738
CbA1	Cb	386
CbA1	Cb	303
CbA1	Cb	689
CbA1	Cb	122
CbA1	Cb	270
CbA1	Cb	2272
CbA1	Cb	417
CbA1	Cb	688
CbA1	Cb	2114
CbA1	Cb	432
CbA1	Cb	584
CbA1	Cb	1089
CbA1	Cb	260
CbA1	Cb	652
CbA1	Cb	1554
CbA1	Cb	391
CbA1	Cb	336
CbA1	Cb	222
CbA1	Cb	133
CbA1	Cb	353
CbA1	Cb	1058
CbA1	Cb	736
CbA1	Cb	487
CbA1	Cb	725
CbA1	Cb	248
CbA1	Cb	187
CbA1	Cb	338
CbA1	Cb	874
CbA1	Cb	385
CbA1	Cb	347
CbA1	Cb	340
CbA1	Cb	387
CbA1	Cb	121
CbA1	Cb	655
CbA1	Cb	527
CbA1	Cb	387
CbA1	Cb	2259
CbA1	Cb	1506
CbA1	Cb	453
CbA1	Cb	2672
CbA1	Cb	389
CbA1	Cb	436
CbA1	Cb	207
CbA1	Cb	253
CbA1	Cb	195
CbA1	Cb	614
CbA1	Cb	41
CbA1	Cb	3667
CbA1	Cb	755
CbA1	Cb	399
CbA1	Cb	415
CbA1	Cb	200
CbA1	Cb	2700
CbA1	Cb	689
CbA1	Cb	584
CbA1	Cb	1224
CbA1	Cb	310
CbA1	Cb	168
CbA1	Cb	196
CbA1	Cb	2656
CbA1	Cb	174
CbA1	Cb	239
CbA1	Cb	564
CbA1	Cb	451
CbA1	Cb	363
CbA1	Cb	432
CbA1	Cb	1309
CbA1	Cb	4078
CbA1	Cb	1119
CbA1	Cb	1760
CbA1	Cb	570
CbA1	Cb	2783
CbA1	Cb	396
CbA1	Cb	245
CbA1	Cb	1104
CbA1	Cb	198
CbA1	Cb	236
CbA1	Cb	3273
CbA1	Cb	814
CbA1	Cb	1523
CbA1	Cb	366
CbA1	Cb	930
CbA1	Cb	315
CbA1	Cb	626
CbA1	Cb	810
CbA1	Cb	646
CbA1	Cb	735
CbA1	Cb	2882
CbA1	Cb	458
CbA1	Cb	1039
CbA1	Cb	318
CbA1	Cb	372
CbA1	Cb	435
CbA1	Cb	278
CbA1	Cb	561
CbA1	Cb	2635
CbA1	Cb	151
CbA1	Cb	639
CbA1	Cb	247
CbA1	Cb	217
CbA1	Cb	1948
CbA1	Cb	330
CbA1	Cb	2708
CbA1	Cb	357
CbA1	Cb	405
CbA1	Cb	245
CbA1	Cb	4377
CbA1	Cb	559
CbA1	Cb	1612
CbA1	Cb	321
CbA1	Cb	845
CbA1	Cb	384
CbA1	Cb	387
CbA1	Cb	1891
CbA1	Cb	748
CbA1	Cb	321
CbA1	Cb	371
CbA1	Cb	778
CbA1	Cb	282
CbA1	Cb	533
CbA1	Cb	172
CbA1	Cb	2499
CbA1	Cb	480
CbA1	Cb	1795
CbA1	Cb	137
CbA1	Cb	219
CbA1	Cb	836
CbA1	Cb	319
CbA1	Cb	1080
CbA1	Cb	287
CbA1	Cb	576
CbA1	Cb	200
CbA1	Cb	845
CbA1	Cb	268
CbA1	Cb	838
CbA1	Cb	777
CbA1	Cb	265
CbA1	Cb	253
CbA1	Cb	274
CbA1	Cb	498
CbA1	Cb	1447
CbA1	Cb	204
CbA1	Cb	2659
CbA1	Cb	251
CbA1	Cb	224
CbA1	Cb	527
CbA1	Cb	377
CbA1	Cb	169
CbA1	Cb	734
CbA1	Cb	511
CbA1	Cb	482
CbA1	Cb	190
CbA1	Cb	72
CbA1	Cb	142
CbA1	Cb	506
CbA1	Cb	2558
CbA1	Cb	180
CbA1	Cb	726
CbA1	Cb	369
CbA1	Cb	2840
CbA1	Cb	350
CbA1	Cb	336
CbA1	Cb	432
CbA1	Cb	373
CbA1	Cb	808
CbA1	Cb	214
CbA1	Cb	229
CbA1	Cb	207
CbA1	Cb	2093
CbA1	Cb	336
CbA1	Cb	351
CbA1	Cb	628
CbA1	Cb	876
CbA1	Cb	280
CbA1	Cb	4266
CbA1	Cb	191
CbA1	Cb	525
CbA1	Cb	948
CbA1	Cb	485
CbA1	Cb	1715
CbA1	Cb	324
CbA1	Cb	450
CbA1	Cb	1845
CbA1	Cb	334
CbA1	Cb	421
CbA1	Cb	1410
CbA1	Cb	218
CbA1	Cb	360
CbA1	Cb	3771
CbA1	Cb	2454
CbA1	Cb	373
CbA1	Cb	665
CbA1	Cb	566
CbA1	Cb	2479
CbA1	Cb	535
CbA1	Cb	2529
CbA1	Cb	331
CbA1	Cb	220
CbA1	Cb	2529
CbA1	Cb	248
CbA1	Cb	432
CbA1	Cb	374
CbA1	Cb	1906
CbA1	Cb	462
CbA1	Cb	375
CbA1	Cb	639
CbA1	Cb	269
CbA1	Cb	247
CbA1	Cb	352
CbA1	Cb	2144
CbA1	Cb	1010
CbA1	Cb	891
CbA1	Cb	260
CbA1	Cb	398
CbA1	Cb	425
CbA1	Cb	169
CbA1	Cb	982
CbA1	Cb	787
CbA1	Cb	1332
CbA1	Cb	326
CbA1	Cb	943
CbA1	Cb	296
CbA1	Cb	3054
CbA1	Cb	4050
CbA1	Cb	335
CbA1	Cb	405
CbA1	Cb	961
CbA1	Cb	888
CbA1	Cb	567
CbA1	Cb	373
CbA1	Cb	286
CbA1	Cb	220
CbA1	Cb	244
CbA1	Cb	453
CbA1	Cb	673
CbA1	Cb	2426
CbA1	Cb	376
CbA1	Cb	209
CbA1	Cb	2789
CbA1	Cb	380
CbA1	Cb	295
CbA1	Cb	1394
CbA1	Cb	572
CbA1	Cb	365
CbA1	Cb	391
CbA1	Cb	161
CbA1	Cb	176
CbA1	Cb	221
CbA1	Cb	381
CbA1	Cb	206
CbA1	Cb	217
CbA1	Cb	524
CbA1	Cb	2898
CbA1	Cb	391
CbA1	Cb	2523
CbA1	Cb	2279
CbA1	Cb	1178
CbA1	Cb	206
CbA1	Cb	414
CbA1	Cb	2091
CbA1	Cb	542
CbA1	Cb	234
CbA1	Cb	246
CbA1	Cb	363
CbA1	Cb	270
CbA1	Cb	273
CbA1	Cb	185
CbA1	Cb	210
CbA1	Cb	267
CbA1	Cb	702
CbA1	Cb	344
CbA1	Cb	460
CbA1	Cb	672
CbA1	Cb	320
CbA1	Cb	356
CbA1	Cb	321
CbA1	Cb	430
CbA1	Cb	302
CbA1	Cb	288
CbA1	Cb	408
CbA1	Cb	1031
CbA1	Cb	493
CbA1	Cb	308
CbA1	Cb	1264
CbA1	Cb	765
CbA1	Cb	529
CbA1	Cb	225
CbA1	Cb	224
CbA1	Cb	1357
CbA1	Cb	377
CbA1	Cb	1829
CbA1	Cb	385
CbA1	Cb	1038
CbA1	Cb	839
CbA1	Cb	380
CbA1	Cb	218
CbA1	Cb	391
CbA1	Cb	299
CbA1	Cb	702
CbA1	Cb	453
CbA1	Cb	592
CbA1	Cb	3721
CbA1	Cb	582
CbA1	Cb	2382
CbA1	Cb	599
CbA1	Cb	197
CbA1	Cb	3186
CbA1	Cb	358
CbA1	Cb	2514
CbA1	Cb	151
CbA1	Cb	597
CbA1	Cb	419
CbA1	Cb	140
CbA1	Cb	598
CbA1	Cb	223
CbA1	Cb	670
CbA1	Cb	603
CbA1	Cb	691
CbA1	Cb	476
CbA1	Cb	615
CbA1	Cb	2484
CbA1	Cb	192
CbA1	Cb	140
CbA1	Cb	452
CbA1	Cb	802
CbA1	Cb	414
CbA1	Cb	181
CbA1	Cb	593
CbA1	Cb	607
CbA1	Cb	583
CbA1	Cb	784
CbA1	Cb	2969
CbA1	Cb	2537
CbA1	Cb	586
CbA1	Cb	1016
CbA1	Cb	443
CbA1	Cb	2723
CbA1	Cb	366
CbA1	Cb	202
CbA1	Cb	424
CbA1	Cb	355
CbA1	Cb	193
CbA1	Cb	515
CbA1	Cb	164
CbA1	Cb	314
CbA1	Cb	2566
CbA1	Cb	2212
CbA1	Cb	1096
CbA1	Cb	454
CbA1	Cb	148
CbA1	Cb	226
CbA1	Cb	433
CbA1	Cb	1190
CbA1	Cb	622
CbA1	Cb	334
CbA1	Cb	179
CbA1	Cb	329
CbA1	Cb	391
CbA1	Cb	363
CbA1	Cb	364
CbA1	Cb	407
CbA1	Cb	290
CbA1	Cb	1444
CbA1	Cb	351
CbA1	Cb	381
CbA1	Cb	434
CbA1	Cb	1698
CbA1	Cb	653
CbA1	Cb	375
CbA1	Cb	406
CbA1	Cb	1019
CbA1	Cb	420
CbA1	Cb	380
CbA1	Cb	234
CbA1	Cb	361
CbA1	Cb	726
CbA1	Cb	2927
CbA1	Cb	3604
CbA1	Cb	417
CbA1	Cb	389
CbA1	Cb	318
CbA1	Cb	928
CbA1	Cb	190
CbA1	Cb	599
CbA1	Cb	215
CbA1	Cb	2139
CbA1	Cb	207
CbA1	Cb	2238
CbA1	Cb	197
CbA1	Cb	603
CbA1	Cb	1882
CbA1	Cb	189
CbA1	Cb	405
CbA1	Cb	1354
CbA1	Cb	459
CbA1	Cb	3738
CbA1	Cb	293
CbA1	Cb	594
CbA1	Cb	655
CbA1	Cb	643
CbA1	Cb	1829
CbA1	Cb	968
CbA1	Cb	143
CbA1	Cb	242
CbA1	Cb	459
CbA1	Cb	564
CbA1	Cb	350
CbA1	Cb	201
CbA1	Cb	702
CbA1	Cb	2225
CbA1	Cb	588
CbA1	Cb	516
CbA1	Cb	4780
CbA1	Cb	444
CbA1	Cb	3575
CbA1	Cb	358
CbA1	Cb	211
CbA1	Cb	1496
CbA1	Cb	360
CbA1	Cb	242
CbA1	Cb	280
CbA1	Cb	2358
CbA1	Cb	742
CbA1	Cb	277
CbA1	Cb	350
CbA1	Cb	348
CbA1	Cb	727
CbA1	Cb	477
CbA1	Cb	314
CbA1	Cb	258
CbA1	Cb	479
CbA1	Cb	434
CbA1	Cb	451
CbA1	Cb	731
CbA1	Cb	664
CbA1	Cb	1520
CbA1	Cb	2147
CbA1	Cb	308
CbA1	Cb	254
CbA1	Cb	539
CbA1	Cb	236
CbA1	Cb	249
CbA1	Cb	823
CbA1	Cb	153
CbA1	Cb	653
CbA1	Cb	405
CbA1	Cb	123
CbA1	Cb	203
CbA1	Cb	378
CbA1	Cb	392
CbA1	Cb	477
CbA1	Cb	366
CbA1	Cb	115
CbA1	Cb	148
CbA1	Cb	1724
CbA1	Cb	269
CbA1	Cb	205
CbA1	Cb	848
CbA1	Cb	731
CbA1	Cb	284
CbA1	Cb	310
CbA1	Cb	442
CbA1	Cb	185
CbA1	Cb	306
CbA1	Cb	327
CbA1	Cb	655
CbA1	Cb	504
CbA1	Cb	341
CbA1	Cb	2038
CbA1	Cb	153
CbA1	Cb	250
