Sample	Group	Length
CbY1	Cb	554
CbY1	Cb	205
CbY1	Cb	443
CbY1	Cb	954
CbY1	Cb	437
CbY1	Cb	286
CbY1	Cb	339
CbY1	Cb	979
CbY1	Cb	409
CbY1	Cb	380
CbY1	Cb	773
CbY1	Cb	1801
CbY1	Cb	400
CbY1	Cb	1586
CbY1	Cb	358
CbY1	Cb	522
CbY1	Cb	1333
CbY1	Cb	224
CbY1	Cb	841
CbY1	Cb	2896
CbY1	Cb	219
CbY1	Cb	526
CbY1	Cb	386
CbY1	Cb	182
CbY1	Cb	359
CbY1	Cb	452
CbY1	Cb	1038
CbY1	Cb	1036
CbY1	Cb	377
CbY1	Cb	381
CbY1	Cb	486
CbY1	Cb	182
CbY1	Cb	293
CbY1	Cb	564
CbY1	Cb	157
CbY1	Cb	229
CbY1	Cb	433
CbY1	Cb	649
CbY1	Cb	247
CbY1	Cb	740
CbY1	Cb	611
CbY1	Cb	3407
CbY1	Cb	349
CbY1	Cb	219
CbY1	Cb	569
CbY1	Cb	339
CbY1	Cb	178
CbY1	Cb	607
CbY1	Cb	371
CbY1	Cb	403
CbY1	Cb	511
CbY1	Cb	839
CbY1	Cb	360
CbY1	Cb	193
CbY1	Cb	382
CbY1	Cb	408
CbY1	Cb	389
CbY1	Cb	795
CbY1	Cb	369
CbY1	Cb	723
CbY1	Cb	190
CbY1	Cb	1558
CbY1	Cb	566
CbY1	Cb	503
CbY1	Cb	491
CbY1	Cb	383
CbY1	Cb	433
CbY1	Cb	1090
CbY1	Cb	988
CbY1	Cb	324
CbY1	Cb	4731
CbY1	Cb	390
CbY1	Cb	773
CbY1	Cb	313
CbY1	Cb	321
CbY1	Cb	661
CbY1	Cb	421
CbY1	Cb	719
CbY1	Cb	592
CbY1	Cb	387
CbY1	Cb	650
CbY1	Cb	235
CbY1	Cb	589
CbY1	Cb	407
CbY1	Cb	419
CbY1	Cb	1067
CbY1	Cb	589
CbY1	Cb	2291
CbY1	Cb	382
CbY1	Cb	809
CbY1	Cb	349
CbY1	Cb	347
CbY1	Cb	671
CbY1	Cb	616
CbY1	Cb	986
CbY1	Cb	359
CbY1	Cb	2833
CbY1	Cb	372
CbY1	Cb	372
CbY1	Cb	323
CbY1	Cb	171
CbY1	Cb	224
CbY1	Cb	507
CbY1	Cb	1090
CbY1	Cb	374
CbY1	Cb	559
CbY1	Cb	335
CbY1	Cb	206
CbY1	Cb	372
CbY1	Cb	352
CbY1	Cb	553
CbY1	Cb	348
CbY1	Cb	136
CbY1	Cb	418
CbY1	Cb	204
CbY1	Cb	326
CbY1	Cb	370
CbY1	Cb	358
CbY1	Cb	1316
CbY1	Cb	1245
CbY1	Cb	473
CbY1	Cb	91
CbY1	Cb	722
CbY1	Cb	370
CbY1	Cb	420
CbY1	Cb	367
CbY1	Cb	676
CbY1	Cb	596
CbY1	Cb	196
CbY1	Cb	396
CbY1	Cb	330
CbY1	Cb	1444
CbY1	Cb	162
CbY1	Cb	362
CbY1	Cb	409
CbY1	Cb	231
CbY1	Cb	735
CbY1	Cb	383
CbY1	Cb	354
CbY1	Cb	1031
CbY1	Cb	625
CbY1	Cb	2257
CbY1	Cb	392
CbY1	Cb	346
CbY1	Cb	486
CbY1	Cb	378
CbY1	Cb	197
CbY1	Cb	376
CbY1	Cb	1887
CbY1	Cb	768
CbY1	Cb	660
CbY1	Cb	211
CbY1	Cb	181
CbY1	Cb	654
CbY1	Cb	755
CbY1	Cb	452
CbY1	Cb	361
CbY1	Cb	163
CbY1	Cb	252
CbY1	Cb	2845
CbY1	Cb	525
CbY1	Cb	266
CbY1	Cb	248
CbY1	Cb	700
CbY1	Cb	213
CbY1	Cb	554
CbY1	Cb	312
CbY1	Cb	3981
CbY1	Cb	377
CbY1	Cb	183
CbY1	Cb	277
CbY1	Cb	381
CbY1	Cb	672
CbY1	Cb	513
CbY1	Cb	506
CbY1	Cb	186
CbY1	Cb	699
CbY1	Cb	271
CbY1	Cb	645
CbY1	Cb	540
CbY1	Cb	1403
CbY1	Cb	220
CbY1	Cb	3852
CbY1	Cb	3538
CbY1	Cb	557
CbY1	Cb	349
CbY1	Cb	694
CbY1	Cb	1182
CbY1	Cb	1883
CbY1	Cb	1048
CbY1	Cb	322
CbY1	Cb	492
CbY1	Cb	311
CbY1	Cb	404
CbY1	Cb	206
CbY1	Cb	167
CbY1	Cb	1305
CbY1	Cb	402
CbY1	Cb	395
CbY1	Cb	1009
CbY1	Cb	464
CbY1	Cb	139
CbY1	Cb	645
CbY1	Cb	383
CbY1	Cb	531
CbY1	Cb	1006
CbY1	Cb	690
CbY1	Cb	732
CbY1	Cb	597
CbY1	Cb	487
CbY1	Cb	376
CbY1	Cb	569
CbY1	Cb	927
CbY1	Cb	944
CbY1	Cb	239
CbY1	Cb	407
CbY1	Cb	334
CbY1	Cb	281
CbY1	Cb	282
CbY1	Cb	747
CbY1	Cb	538
CbY1	Cb	239
CbY1	Cb	379
CbY1	Cb	822
CbY1	Cb	352
CbY1	Cb	346
CbY1	Cb	1178
CbY1	Cb	5838
CbY1	Cb	2059
CbY1	Cb	642
CbY1	Cb	485
CbY1	Cb	254
CbY1	Cb	370
CbY1	Cb	543
CbY1	Cb	345
CbY1	Cb	1187
CbY1	Cb	337
CbY1	Cb	857
CbY1	Cb	347
CbY1	Cb	573
CbY1	Cb	683
CbY1	Cb	504
CbY1	Cb	153
CbY1	Cb	348
CbY1	Cb	268
CbY1	Cb	330
CbY1	Cb	206
CbY1	Cb	437
CbY1	Cb	662
CbY1	Cb	394
CbY1	Cb	351
CbY1	Cb	338
CbY1	Cb	725
CbY1	Cb	527
CbY1	Cb	478
CbY1	Cb	255
CbY1	Cb	344
CbY1	Cb	788
CbY1	Cb	359
CbY1	Cb	169
CbY1	Cb	339
CbY1	Cb	236
CbY1	Cb	578
CbY1	Cb	492
CbY1	Cb	235
CbY1	Cb	394
CbY1	Cb	1132
CbY1	Cb	371
CbY1	Cb	159
CbY1	Cb	339
CbY1	Cb	339
CbY1	Cb	386
CbY1	Cb	368
CbY1	Cb	398
CbY1	Cb	676
CbY1	Cb	1255
CbY1	Cb	367
CbY1	Cb	425
CbY1	Cb	637
CbY1	Cb	338
CbY1	Cb	804
CbY1	Cb	325
CbY1	Cb	530
CbY1	Cb	381
CbY1	Cb	1439
CbY1	Cb	582
CbY1	Cb	455
CbY1	Cb	812
CbY1	Cb	606
CbY1	Cb	202
CbY1	Cb	396
CbY1	Cb	132
CbY1	Cb	363
CbY1	Cb	380
CbY1	Cb	348
CbY1	Cb	979
CbY1	Cb	324
CbY1	Cb	296
CbY1	Cb	164
CbY1	Cb	326
CbY1	Cb	369
CbY1	Cb	382
CbY1	Cb	571
CbY1	Cb	197
CbY1	Cb	445
CbY1	Cb	286
CbY1	Cb	2140
CbY1	Cb	282
CbY1	Cb	346
CbY1	Cb	360
CbY1	Cb	565
CbY1	Cb	384
CbY1	Cb	386
CbY1	Cb	759
CbY1	Cb	148
CbY1	Cb	292
CbY1	Cb	1776
CbY1	Cb	768
CbY1	Cb	680
CbY1	Cb	575
CbY1	Cb	275
CbY1	Cb	2317
CbY1	Cb	395
CbY1	Cb	416
CbY1	Cb	591
CbY1	Cb	227
CbY1	Cb	208
CbY1	Cb	1853
CbY1	Cb	645
CbY1	Cb	1483
CbY1	Cb	947
CbY1	Cb	760
CbY1	Cb	954
CbY1	Cb	676
CbY1	Cb	374
CbY1	Cb	776
CbY1	Cb	768
CbY1	Cb	1231
CbY1	Cb	356
CbY1	Cb	764
CbY1	Cb	349
CbY1	Cb	386
CbY1	Cb	659
CbY1	Cb	203
CbY1	Cb	477
CbY1	Cb	294
CbY1	Cb	820
CbY1	Cb	326
CbY1	Cb	352
CbY1	Cb	174
CbY1	Cb	504
CbY1	Cb	84
CbY1	Cb	361
CbY1	Cb	958
CbY1	Cb	188
CbY1	Cb	178
CbY1	Cb	376
CbY1	Cb	202
CbY1	Cb	349
CbY1	Cb	201
CbY1	Cb	406
CbY1	Cb	852
CbY1	Cb	380
CbY1	Cb	201
CbY1	Cb	240
CbY1	Cb	645
CbY1	Cb	382
CbY1	Cb	368
CbY1	Cb	208
CbY1	Cb	646
CbY1	Cb	2109
CbY1	Cb	467
CbY1	Cb	170
CbY1	Cb	257
CbY1	Cb	362
CbY1	Cb	223
CbY1	Cb	410
CbY1	Cb	199
CbY1	Cb	469
CbY1	Cb	2431
CbY1	Cb	535
CbY1	Cb	419
CbY1	Cb	295
CbY1	Cb	239
CbY1	Cb	351
CbY1	Cb	1032
CbY1	Cb	364
CbY1	Cb	399
CbY1	Cb	371
CbY1	Cb	395
CbY1	Cb	562
CbY1	Cb	584
CbY1	Cb	126
CbY1	Cb	118
CbY1	Cb	567
CbY1	Cb	1469
CbY1	Cb	179
CbY1	Cb	367
CbY1	Cb	356
CbY1	Cb	392
CbY1	Cb	184
CbY1	Cb	525
CbY1	Cb	345
CbY1	Cb	337
CbY1	Cb	223
CbY1	Cb	345
CbY1	Cb	369
CbY1	Cb	310
CbY1	Cb	761
CbY1	Cb	277
CbY1	Cb	597
CbY1	Cb	328
CbY1	Cb	347
CbY1	Cb	221
CbY1	Cb	456
CbY1	Cb	386
CbY1	Cb	234
CbY1	Cb	760
CbY1	Cb	359
CbY1	Cb	1676
CbY1	Cb	337
CbY1	Cb	286
CbY1	Cb	571
CbY1	Cb	231
CbY1	Cb	239
CbY1	Cb	274
CbY1	Cb	700
CbY1	Cb	723
CbY1	Cb	357
CbY1	Cb	618
CbY1	Cb	478
CbY1	Cb	309
CbY1	Cb	799
CbY1	Cb	145
CbY1	Cb	339
CbY1	Cb	352
CbY1	Cb	382
CbY1	Cb	483
CbY1	Cb	355
CbY1	Cb	487
CbY1	Cb	500
CbY1	Cb	363
CbY1	Cb	1008
CbY1	Cb	1506
CbY1	Cb	285
CbY1	Cb	2794
CbY1	Cb	202
CbY1	Cb	947
CbY1	Cb	233
CbY1	Cb	673
CbY1	Cb	213
CbY1	Cb	779
CbY1	Cb	384
CbY1	Cb	1420
CbY1	Cb	442
CbY1	Cb	260
CbY1	Cb	591
CbY1	Cb	184
CbY1	Cb	1151
CbY1	Cb	636
CbY1	Cb	386
CbY1	Cb	285
CbY1	Cb	1341
CbY1	Cb	616
CbY1	Cb	392
CbY1	Cb	740
CbY1	Cb	327
CbY1	Cb	772
CbY1	Cb	331
CbY1	Cb	1908
CbY1	Cb	1051
CbY1	Cb	542
CbY1	Cb	429
CbY1	Cb	384
CbY1	Cb	363
CbY1	Cb	448
CbY1	Cb	190
CbY1	Cb	795
CbY1	Cb	640
CbY1	Cb	444
CbY1	Cb	480
CbY1	Cb	394
CbY1	Cb	701
CbY1	Cb	543
CbY1	Cb	560
CbY1	Cb	180
CbY1	Cb	346
CbY1	Cb	381
CbY1	Cb	1185
CbY1	Cb	1889
CbY1	Cb	375
CbY1	Cb	1733
CbY1	Cb	337
CbY1	Cb	269
CbY1	Cb	349
CbY1	Cb	202
CbY1	Cb	692
CbY1	Cb	219
CbY1	Cb	354
CbY1	Cb	1780
CbY1	Cb	322
CbY1	Cb	246
CbY1	Cb	222
CbY1	Cb	334
CbY1	Cb	816
CbY1	Cb	502
CbY1	Cb	190
CbY1	Cb	638
CbY1	Cb	479
CbY1	Cb	352
CbY1	Cb	357
CbY1	Cb	392
CbY1	Cb	312
CbY1	Cb	662
CbY1	Cb	3335
CbY1	Cb	322
CbY1	Cb	251
CbY1	Cb	1382
CbY1	Cb	1122
CbY1	Cb	678
CbY1	Cb	275
CbY1	Cb	341
CbY1	Cb	742
CbY1	Cb	1029
CbY1	Cb	399
CbY1	Cb	231
CbY1	Cb	229
CbY1	Cb	525
CbY1	Cb	256
CbY1	Cb	401
CbY1	Cb	428
CbY1	Cb	351
CbY1	Cb	309
CbY1	Cb	4495
CbY1	Cb	2076
CbY1	Cb	4352
CbY1	Cb	192
CbY1	Cb	388
CbY1	Cb	923
CbY1	Cb	1498
CbY1	Cb	248
CbY1	Cb	457
CbY1	Cb	929
CbY1	Cb	928
CbY1	Cb	469
CbY1	Cb	445
CbY1	Cb	572
CbY1	Cb	340
CbY1	Cb	232
CbY1	Cb	265
CbY1	Cb	678
CbY1	Cb	412
CbY1	Cb	823
CbY1	Cb	324
CbY1	Cb	293
CbY1	Cb	724
CbY1	Cb	234
CbY1	Cb	391
CbY1	Cb	785
CbY1	Cb	728
CbY1	Cb	1049
CbY1	Cb	508
CbY1	Cb	532
CbY1	Cb	1630
CbY1	Cb	363
CbY1	Cb	152
CbY1	Cb	847
CbY1	Cb	1490
CbY1	Cb	267
CbY1	Cb	255
CbY1	Cb	352
CbY1	Cb	200
CbY1	Cb	2207
CbY1	Cb	941
CbY1	Cb	376
CbY1	Cb	357
CbY1	Cb	324
CbY1	Cb	723
CbY1	Cb	375
CbY1	Cb	267
CbY1	Cb	206
CbY1	Cb	407
CbY1	Cb	333
CbY1	Cb	569
CbY1	Cb	152
CbY1	Cb	324
CbY1	Cb	575
CbY1	Cb	351
CbY1	Cb	1217
CbY1	Cb	376
CbY1	Cb	613
CbY1	Cb	342
CbY1	Cb	554
CbY1	Cb	3245
CbY1	Cb	430
CbY1	Cb	380
CbY1	Cb	477
CbY1	Cb	786
CbY1	Cb	217
CbY1	Cb	457
CbY1	Cb	678
CbY1	Cb	191
CbY1	Cb	394
CbY1	Cb	378
CbY1	Cb	1755
CbY1	Cb	1211
CbY1	Cb	1427
CbY1	Cb	727
CbY1	Cb	405
CbY1	Cb	189
CbY1	Cb	197
CbY1	Cb	428
CbY1	Cb	587
CbY1	Cb	301
CbY1	Cb	337
CbY1	Cb	650
CbY1	Cb	350
CbY1	Cb	586
CbY1	Cb	325
CbY1	Cb	772
CbY1	Cb	197
CbY1	Cb	384
CbY1	Cb	277
CbY1	Cb	668
CbY1	Cb	388
CbY1	Cb	363
CbY1	Cb	440
CbY1	Cb	582
CbY1	Cb	161
CbY1	Cb	248
CbY1	Cb	166
CbY1	Cb	391
CbY1	Cb	174
CbY1	Cb	3793
CbY1	Cb	677
CbY1	Cb	3096
CbY1	Cb	232
CbY1	Cb	506
CbY1	Cb	623
CbY1	Cb	1093
CbY1	Cb	278
CbY1	Cb	608
CbY1	Cb	375
CbY1	Cb	2137
CbY1	Cb	1184
CbY1	Cb	691
CbY1	Cb	502
CbY1	Cb	348
CbY1	Cb	569
CbY1	Cb	338
CbY1	Cb	724
CbY1	Cb	378
CbY1	Cb	1280
CbY1	Cb	373
CbY1	Cb	344
CbY1	Cb	269
CbY1	Cb	1269
CbY1	Cb	174
CbY1	Cb	335
CbY1	Cb	357
CbY1	Cb	119
CbY1	Cb	740
CbY1	Cb	550
CbY1	Cb	194
CbY1	Cb	184
CbY1	Cb	315
CbY1	Cb	383
CbY1	Cb	406
CbY1	Cb	1347
CbY1	Cb	405
CbY1	Cb	2413
CbY1	Cb	336
CbY1	Cb	568
CbY1	Cb	808
CbY1	Cb	1714
CbY1	Cb	368
CbY1	Cb	395
CbY1	Cb	363
CbY1	Cb	384
CbY1	Cb	757
CbY1	Cb	555
CbY1	Cb	210
CbY1	Cb	441
CbY1	Cb	442
CbY1	Cb	303
CbY1	Cb	366
CbY1	Cb	454
CbY1	Cb	186
CbY1	Cb	431
CbY1	Cb	387
CbY1	Cb	400
CbY1	Cb	895
CbY1	Cb	379
CbY1	Cb	160
CbY1	Cb	997
CbY1	Cb	433
CbY1	Cb	420
CbY1	Cb	668
CbY1	Cb	521
CbY1	Cb	541
CbY1	Cb	389
CbY1	Cb	1783
CbY1	Cb	838
CbY1	Cb	837
CbY1	Cb	622
CbY1	Cb	391
CbY1	Cb	402
CbY1	Cb	436
CbY1	Cb	549
CbY1	Cb	405
CbY1	Cb	430
CbY1	Cb	998
CbY1	Cb	292
CbY1	Cb	378
CbY1	Cb	231
CbY1	Cb	403
CbY1	Cb	278
CbY1	Cb	166
CbY1	Cb	310
CbY1	Cb	357
CbY1	Cb	951
CbY1	Cb	352
CbY1	Cb	657
CbY1	Cb	178
CbY1	Cb	203
CbY1	Cb	347
CbY1	Cb	329
CbY1	Cb	635
CbY1	Cb	736
CbY1	Cb	139
CbY1	Cb	296
CbY1	Cb	338
CbY1	Cb	735
CbY1	Cb	711
CbY1	Cb	657
CbY1	Cb	369
CbY1	Cb	602
CbY1	Cb	159
CbY1	Cb	407
CbY1	Cb	360
CbY1	Cb	282
CbY1	Cb	414
CbY1	Cb	857
CbY1	Cb	312
CbY1	Cb	2488
CbY1	Cb	264
CbY1	Cb	209
CbY1	Cb	561
CbY1	Cb	381
CbY1	Cb	394
CbY1	Cb	998
CbY1	Cb	609
CbY1	Cb	335
CbY1	Cb	251
CbY1	Cb	335
CbY1	Cb	971
CbY1	Cb	543
CbY1	Cb	395
CbY1	Cb	382
CbY1	Cb	711
CbY1	Cb	328
CbY1	Cb	850
CbY1	Cb	232
CbY1	Cb	454
CbY1	Cb	275
CbY1	Cb	359
CbY1	Cb	1530
CbY1	Cb	495
CbY1	Cb	372
CbY1	Cb	714
CbY1	Cb	787
CbY1	Cb	532
CbY1	Cb	614
CbY1	Cb	206
CbY1	Cb	264
CbY1	Cb	743
CbY1	Cb	245
CbY1	Cb	754
CbY1	Cb	1183
CbY1	Cb	581
CbY1	Cb	3968
CbY1	Cb	523
CbY1	Cb	619
CbY1	Cb	396
CbY1	Cb	500
CbY1	Cb	365
CbY1	Cb	753
CbY1	Cb	967
CbY1	Cb	799
CbY1	Cb	242
CbY1	Cb	696
CbY1	Cb	486
CbY1	Cb	545
CbY1	Cb	343
CbY1	Cb	277
CbY1	Cb	245
CbY1	Cb	608
CbY1	Cb	426
CbY1	Cb	498
CbY1	Cb	850
CbY1	Cb	166
CbY1	Cb	380
CbY1	Cb	216
CbY1	Cb	733
CbY1	Cb	735
CbY1	Cb	459
CbY1	Cb	367
CbY1	Cb	581
CbY1	Cb	300
CbY1	Cb	244
CbY1	Cb	297
CbY1	Cb	205
CbY1	Cb	289
CbY1	Cb	324
CbY1	Cb	349
CbY1	Cb	269
CbY1	Cb	403
CbY1	Cb	552
CbY1	Cb	502
CbY1	Cb	305
CbY1	Cb	331
CbY1	Cb	136
CbY1	Cb	284
CbY1	Cb	394
CbY1	Cb	408
CbY1	Cb	202
CbY1	Cb	174
CbY1	Cb	759
CbY1	Cb	850
CbY1	Cb	326
CbY1	Cb	326
CbY1	Cb	170
CbY1	Cb	598
CbY1	Cb	340
CbY1	Cb	280
CbY1	Cb	371
CbY1	Cb	199
CbY1	Cb	201
CbY1	Cb	354
CbY1	Cb	373
CbY1	Cb	1163
CbY1	Cb	161
CbY1	Cb	1480
CbY1	Cb	736
CbY1	Cb	239
CbY1	Cb	361
CbY1	Cb	354
CbY1	Cb	1074
CbY1	Cb	1073
CbY1	Cb	417
CbY1	Cb	189
CbY1	Cb	279
CbY1	Cb	321
CbY1	Cb	2293
CbY1	Cb	370
CbY1	Cb	714
CbY1	Cb	575
CbY1	Cb	372
CbY1	Cb	811
CbY1	Cb	211
CbY1	Cb	750
CbY1	Cb	401
CbY1	Cb	1815
CbY1	Cb	230
CbY1	Cb	2657
CbY1	Cb	265
CbY1	Cb	1154
CbY1	Cb	345
CbY1	Cb	387
CbY1	Cb	181
CbY1	Cb	806
CbY1	Cb	806
CbY1	Cb	3215
CbY1	Cb	567
CbY1	Cb	327
CbY1	Cb	494
CbY1	Cb	273
CbY1	Cb	355
CbY1	Cb	245
CbY1	Cb	907
CbY1	Cb	406
CbY1	Cb	456
CbY1	Cb	598
CbY1	Cb	378
CbY1	Cb	636
CbY1	Cb	484
CbY1	Cb	379
CbY1	Cb	708
CbY1	Cb	944
CbY1	Cb	211
CbY1	Cb	358
CbY1	Cb	370
CbY1	Cb	542
CbY1	Cb	395
CbY1	Cb	2150
CbY1	Cb	714
CbY1	Cb	415
CbY1	Cb	201
CbY1	Cb	183
CbY1	Cb	793
CbY1	Cb	340
CbY1	Cb	737
CbY1	Cb	736
CbY1	Cb	403
CbY1	Cb	389
CbY1	Cb	187
CbY1	Cb	577
CbY1	Cb	921
CbY1	Cb	193
CbY1	Cb	188
CbY1	Cb	368
CbY1	Cb	369
CbY1	Cb	470
CbY1	Cb	690
CbY1	Cb	619
CbY1	Cb	204
CbY1	Cb	359
CbY1	Cb	399
CbY1	Cb	549
CbY1	Cb	358
CbY1	Cb	371
CbY1	Cb	324
CbY1	Cb	518
CbY1	Cb	421
CbY1	Cb	360
CbY1	Cb	212
CbY1	Cb	1191
CbY1	Cb	377
CbY1	Cb	667
CbY1	Cb	272
CbY1	Cb	664
CbY1	Cb	754
CbY1	Cb	465
CbY1	Cb	1513
CbY1	Cb	380
CbY1	Cb	172
CbY1	Cb	263
CbY1	Cb	348
CbY1	Cb	267
CbY1	Cb	160
CbY1	Cb	834
CbY1	Cb	403
CbY1	Cb	432
CbY1	Cb	241
CbY1	Cb	1125
CbY1	Cb	1282
CbY1	Cb	398
CbY1	Cb	3209
CbY1	Cb	334
CbY1	Cb	255
CbY1	Cb	837
CbY1	Cb	360
CbY1	Cb	1006
CbY1	Cb	219
CbY1	Cb	6343
CbY1	Cb	367
CbY1	Cb	1167
CbY1	Cb	387
CbY1	Cb	517
CbY1	Cb	2322
CbY1	Cb	180
CbY1	Cb	671
CbY1	Cb	210
CbY1	Cb	858
CbY1	Cb	268
CbY1	Cb	334
CbY1	Cb	273
CbY1	Cb	756
CbY1	Cb	481
CbY1	Cb	330
CbY1	Cb	1606
CbY1	Cb	1319
CbY1	Cb	560
CbY1	Cb	453
CbY1	Cb	552
CbY1	Cb	838
CbY1	Cb	314
CbY1	Cb	1132
CbY1	Cb	352
CbY1	Cb	363
CbY1	Cb	358
CbY1	Cb	360
CbY1	Cb	252
CbY1	Cb	527
CbY1	Cb	349
CbY1	Cb	207
CbY1	Cb	367
CbY1	Cb	737
CbY1	Cb	356
CbY1	Cb	301
CbY1	Cb	781
CbY1	Cb	314
CbY1	Cb	1476
CbY1	Cb	365
CbY1	Cb	701
CbY1	Cb	233
CbY1	Cb	378
CbY1	Cb	177
CbY1	Cb	593
CbY1	Cb	387
CbY1	Cb	247
CbY1	Cb	1053
CbY1	Cb	599
CbY1	Cb	402
CbY1	Cb	1551
CbY1	Cb	1206
CbY1	Cb	282
CbY1	Cb	1008
CbY1	Cb	357
CbY1	Cb	1040
CbY1	Cb	359
CbY1	Cb	563
CbY1	Cb	732
CbY1	Cb	979
CbY1	Cb	374
CbY1	Cb	573
CbY1	Cb	459
CbY1	Cb	378
CbY1	Cb	314
CbY1	Cb	1022
CbY1	Cb	1899
CbY1	Cb	957
CbY1	Cb	463
CbY1	Cb	103
CbY1	Cb	378
CbY1	Cb	206
CbY1	Cb	372
CbY1	Cb	453
CbY1	Cb	1973
CbY1	Cb	2034
CbY1	Cb	302
CbY1	Cb	739
CbY1	Cb	719
CbY1	Cb	356
CbY1	Cb	411
