Sample	Group	Length
CbY1	Cb	347
CbY1	Cb	253
CbY1	Cb	212
CbY1	Cb	323
CbY1	Cb	1557
CbY1	Cb	1724
CbY1	Cb	673
CbY1	Cb	1576
CbY1	Cb	421
CbY1	Cb	586
CbY1	Cb	1632
CbY1	Cb	350
CbY1	Cb	400
CbY1	Cb	522
CbY1	Cb	400
CbY1	Cb	329
CbY1	Cb	221
CbY1	Cb	214
CbY1	Cb	547
CbY1	Cb	293
CbY1	Cb	282
CbY1	Cb	135
CbY1	Cb	980
CbY1	Cb	731
CbY1	Cb	162
CbY1	Cb	533
CbY1	Cb	846
CbY1	Cb	311
CbY1	Cb	550
CbY1	Cb	319
CbY1	Cb	507
CbY1	Cb	947
CbY1	Cb	370
CbY1	Cb	333
CbY1	Cb	2166
CbY1	Cb	365
CbY1	Cb	965
CbY1	Cb	275
CbY1	Cb	172
CbY1	Cb	296
CbY1	Cb	355
CbY1	Cb	691
CbY1	Cb	728
CbY1	Cb	216
CbY1	Cb	702
CbY1	Cb	1387
CbY1	Cb	337
CbY1	Cb	372
CbY1	Cb	660
CbY1	Cb	236
CbY1	Cb	433
CbY1	Cb	357
CbY1	Cb	378
CbY1	Cb	314
CbY1	Cb	755
CbY1	Cb	189
CbY1	Cb	288
CbY1	Cb	1109
CbY1	Cb	375
CbY1	Cb	530
CbY1	Cb	390
CbY1	Cb	281
CbY1	Cb	171
CbY1	Cb	635
CbY1	Cb	439
CbY1	Cb	771
CbY1	Cb	349
CbY1	Cb	398
CbY1	Cb	397
CbY1	Cb	825
CbY1	Cb	177
CbY1	Cb	204
CbY1	Cb	1190
CbY1	Cb	724
CbY1	Cb	530
CbY1	Cb	488
CbY1	Cb	354
CbY1	Cb	371
CbY1	Cb	332
CbY1	Cb	371
CbY1	Cb	444
CbY1	Cb	385
CbY1	Cb	288
CbY1	Cb	221
CbY1	Cb	2195
CbY1	Cb	807
CbY1	Cb	171
CbY1	Cb	362
CbY1	Cb	368
CbY1	Cb	146
CbY1	Cb	587
CbY1	Cb	369
CbY1	Cb	588
CbY1	Cb	394
CbY1	Cb	795
CbY1	Cb	299
CbY1	Cb	408
CbY1	Cb	430
CbY1	Cb	968
CbY1	Cb	279
CbY1	Cb	510
CbY1	Cb	212
CbY1	Cb	740
CbY1	Cb	677
CbY1	Cb	391
CbY1	Cb	313
CbY1	Cb	402
CbY1	Cb	443
CbY1	Cb	202
CbY1	Cb	868
CbY1	Cb	554
CbY1	Cb	2532
CbY1	Cb	399
CbY1	Cb	283
CbY1	Cb	1067
CbY1	Cb	161
CbY1	Cb	708
CbY1	Cb	225
CbY1	Cb	2198
CbY1	Cb	576
CbY1	Cb	707
CbY1	Cb	362
CbY1	Cb	531
CbY1	Cb	446
CbY1	Cb	752
CbY1	Cb	158
CbY1	Cb	567
CbY1	Cb	561
CbY1	Cb	361
CbY1	Cb	995
CbY1	Cb	408
CbY1	Cb	275
CbY1	Cb	291
CbY1	Cb	344
CbY1	Cb	137
CbY1	Cb	364
CbY1	Cb	556
CbY1	Cb	314
CbY1	Cb	615
CbY1	Cb	776
CbY1	Cb	373
CbY1	Cb	925
CbY1	Cb	470
CbY1	Cb	360
CbY1	Cb	684
CbY1	Cb	320
CbY1	Cb	207
CbY1	Cb	311
CbY1	Cb	411
CbY1	Cb	259
CbY1	Cb	1631
CbY1	Cb	2023
CbY1	Cb	252
CbY1	Cb	2000
CbY1	Cb	215
CbY1	Cb	252
CbY1	Cb	128
CbY1	Cb	398
CbY1	Cb	200
CbY1	Cb	303
CbY1	Cb	292
CbY1	Cb	130
CbY1	Cb	660
CbY1	Cb	355
CbY1	Cb	329
CbY1	Cb	333
CbY1	Cb	334
CbY1	Cb	2273
CbY1	Cb	336
CbY1	Cb	650
CbY1	Cb	2014
CbY1	Cb	578
CbY1	Cb	288
CbY1	Cb	412
CbY1	Cb	110
CbY1	Cb	198
CbY1	Cb	540
CbY1	Cb	699
CbY1	Cb	255
CbY1	Cb	314
CbY1	Cb	1492
CbY1	Cb	342
CbY1	Cb	200
CbY1	Cb	421
CbY1	Cb	1016
CbY1	Cb	1764
CbY1	Cb	287
CbY1	Cb	638
CbY1	Cb	889
CbY1	Cb	394
CbY1	Cb	372
CbY1	Cb	894
CbY1	Cb	253
CbY1	Cb	252
CbY1	Cb	328
CbY1	Cb	1639
CbY1	Cb	331
CbY1	Cb	657
CbY1	Cb	253
CbY1	Cb	432
CbY1	Cb	207
CbY1	Cb	701
CbY1	Cb	973
CbY1	Cb	200
CbY1	Cb	358
CbY1	Cb	865
CbY1	Cb	398
CbY1	Cb	341
CbY1	Cb	5791
CbY1	Cb	559
CbY1	Cb	190
CbY1	Cb	347
CbY1	Cb	525
CbY1	Cb	676
CbY1	Cb	243
CbY1	Cb	2270
CbY1	Cb	277
CbY1	Cb	293
CbY1	Cb	874
CbY1	Cb	410
CbY1	Cb	359
CbY1	Cb	1066
CbY1	Cb	312
CbY1	Cb	1773
CbY1	Cb	886
CbY1	Cb	641
CbY1	Cb	395
CbY1	Cb	221
CbY1	Cb	1381
CbY1	Cb	1039
CbY1	Cb	507
CbY1	Cb	442
CbY1	Cb	718
CbY1	Cb	328
CbY1	Cb	600
CbY1	Cb	429
CbY1	Cb	353
CbY1	Cb	935
CbY1	Cb	383
CbY1	Cb	535
CbY1	Cb	339
CbY1	Cb	390
CbY1	Cb	588
CbY1	Cb	260
CbY1	Cb	153
CbY1	Cb	217
CbY1	Cb	927
CbY1	Cb	197
CbY1	Cb	353
CbY1	Cb	109
CbY1	Cb	426
CbY1	Cb	719
CbY1	Cb	359
CbY1	Cb	377
CbY1	Cb	850
CbY1	Cb	379
CbY1	Cb	336
CbY1	Cb	99
CbY1	Cb	174
CbY1	Cb	385
CbY1	Cb	359
CbY1	Cb	730
CbY1	Cb	765
CbY1	Cb	413
CbY1	Cb	333
CbY1	Cb	465
CbY1	Cb	201
CbY1	Cb	639
CbY1	Cb	1241
CbY1	Cb	431
CbY1	Cb	418
CbY1	Cb	643
CbY1	Cb	217
CbY1	Cb	315
CbY1	Cb	1183
CbY1	Cb	367
CbY1	Cb	360
CbY1	Cb	390
CbY1	Cb	244
CbY1	Cb	843
CbY1	Cb	297
CbY1	Cb	1027
CbY1	Cb	632
CbY1	Cb	195
CbY1	Cb	1167
CbY1	Cb	394
CbY1	Cb	328
CbY1	Cb	204
CbY1	Cb	538
CbY1	Cb	1395
CbY1	Cb	815
CbY1	Cb	402
CbY1	Cb	635
CbY1	Cb	368
CbY1	Cb	201
CbY1	Cb	201
CbY1	Cb	244
CbY1	Cb	350
CbY1	Cb	340
CbY1	Cb	400
CbY1	Cb	3650
CbY1	Cb	272
CbY1	Cb	357
CbY1	Cb	2414
CbY1	Cb	327
CbY1	Cb	598
CbY1	Cb	373
CbY1	Cb	1124
CbY1	Cb	362
CbY1	Cb	282
CbY1	Cb	741
CbY1	Cb	326
CbY1	Cb	384
CbY1	Cb	1137
CbY1	Cb	716
CbY1	Cb	355
CbY1	Cb	508
CbY1	Cb	283
CbY1	Cb	367
CbY1	Cb	181
CbY1	Cb	401
CbY1	Cb	353
CbY1	Cb	698
CbY1	Cb	363
CbY1	Cb	322
CbY1	Cb	252
CbY1	Cb	513
CbY1	Cb	563
CbY1	Cb	1016
CbY1	Cb	441
CbY1	Cb	381
CbY1	Cb	390
CbY1	Cb	1568
CbY1	Cb	75
CbY1	Cb	1117
CbY1	Cb	545
CbY1	Cb	361
CbY1	Cb	193
CbY1	Cb	662
CbY1	Cb	464
CbY1	Cb	597
CbY1	Cb	1055
CbY1	Cb	407
CbY1	Cb	736
CbY1	Cb	252
CbY1	Cb	870
CbY1	Cb	1969
CbY1	Cb	378
CbY1	Cb	587
CbY1	Cb	1360
CbY1	Cb	371
CbY1	Cb	407
CbY1	Cb	611
CbY1	Cb	515
CbY1	Cb	236
CbY1	Cb	173
CbY1	Cb	307
CbY1	Cb	619
CbY1	Cb	352
CbY1	Cb	724
CbY1	Cb	256
CbY1	Cb	737
CbY1	Cb	365
CbY1	Cb	709
CbY1	Cb	204
CbY1	Cb	363
CbY1	Cb	291
CbY1	Cb	2678
CbY1	Cb	712
CbY1	Cb	480
CbY1	Cb	359
CbY1	Cb	959
CbY1	Cb	887
CbY1	Cb	353
CbY1	Cb	784
CbY1	Cb	783
CbY1	Cb	227
CbY1	Cb	671
CbY1	Cb	559
CbY1	Cb	404
CbY1	Cb	1298
CbY1	Cb	293
CbY1	Cb	371
CbY1	Cb	279
CbY1	Cb	563
CbY1	Cb	1898
CbY1	Cb	175
CbY1	Cb	172
CbY1	Cb	311
CbY1	Cb	748
CbY1	Cb	551
CbY1	Cb	393
CbY1	Cb	1740
CbY1	Cb	357
CbY1	Cb	145
CbY1	Cb	359
CbY1	Cb	974
CbY1	Cb	328
CbY1	Cb	1072
CbY1	Cb	361
CbY1	Cb	632
CbY1	Cb	334
CbY1	Cb	322
CbY1	Cb	384
CbY1	Cb	148
CbY1	Cb	405
CbY1	Cb	1262
CbY1	Cb	1332
CbY1	Cb	327
CbY1	Cb	379
CbY1	Cb	376
CbY1	Cb	388
CbY1	Cb	604
CbY1	Cb	398
CbY1	Cb	573
CbY1	Cb	369
CbY1	Cb	259
CbY1	Cb	749
CbY1	Cb	703
CbY1	Cb	397
CbY1	Cb	2322
CbY1	Cb	3316
CbY1	Cb	350
CbY1	Cb	804
CbY1	Cb	1769
CbY1	Cb	888
CbY1	Cb	525
CbY1	Cb	796
CbY1	Cb	336
CbY1	Cb	938
CbY1	Cb	144
CbY1	Cb	381
CbY1	Cb	4253
CbY1	Cb	643
CbY1	Cb	327
CbY1	Cb	1868
CbY1	Cb	330
CbY1	Cb	147
CbY1	Cb	465
CbY1	Cb	328
CbY1	Cb	383
CbY1	Cb	180
CbY1	Cb	678
CbY1	Cb	664
CbY1	Cb	206
CbY1	Cb	927
CbY1	Cb	483
CbY1	Cb	1164
CbY1	Cb	456
CbY1	Cb	203
CbY1	Cb	383
CbY1	Cb	914
CbY1	Cb	697
CbY1	Cb	255
CbY1	Cb	576
CbY1	Cb	690
CbY1	Cb	345
CbY1	Cb	402
CbY1	Cb	349
CbY1	Cb	411
CbY1	Cb	916
CbY1	Cb	204
CbY1	Cb	391
CbY1	Cb	1464
CbY1	Cb	385
CbY1	Cb	2070
CbY1	Cb	369
CbY1	Cb	485
CbY1	Cb	403
CbY1	Cb	255
CbY1	Cb	355
CbY1	Cb	295
CbY1	Cb	242
CbY1	Cb	128
CbY1	Cb	361
CbY1	Cb	342
CbY1	Cb	342
CbY1	Cb	2575
CbY1	Cb	364
CbY1	Cb	658
CbY1	Cb	258
CbY1	Cb	716
CbY1	Cb	1725
CbY1	Cb	422
CbY1	Cb	693
CbY1	Cb	380
CbY1	Cb	296
CbY1	Cb	537
CbY1	Cb	619
CbY1	Cb	283
CbY1	Cb	1295
CbY1	Cb	394
CbY1	Cb	358
CbY1	Cb	740
CbY1	Cb	964
CbY1	Cb	338
CbY1	Cb	521
CbY1	Cb	285
CbY1	Cb	121
CbY1	Cb	390
CbY1	Cb	372
CbY1	Cb	630
CbY1	Cb	876
CbY1	Cb	321
CbY1	Cb	3389
CbY1	Cb	228
CbY1	Cb	1505
CbY1	Cb	380
CbY1	Cb	351
CbY1	Cb	383
CbY1	Cb	706
CbY1	Cb	1093
CbY1	Cb	200
CbY1	Cb	887
CbY1	Cb	347
CbY1	Cb	233
CbY1	Cb	400
CbY1	Cb	898
CbY1	Cb	219
CbY1	Cb	337
CbY1	Cb	390
CbY1	Cb	629
CbY1	Cb	211
CbY1	Cb	542
CbY1	Cb	628
CbY1	Cb	757
CbY1	Cb	402
CbY1	Cb	249
CbY1	Cb	389
CbY1	Cb	533
CbY1	Cb	2952
CbY1	Cb	380
CbY1	Cb	152
CbY1	Cb	797
CbY1	Cb	344
CbY1	Cb	421
CbY1	Cb	587
CbY1	Cb	598
CbY1	Cb	236
CbY1	Cb	426
CbY1	Cb	247
CbY1	Cb	1788
CbY1	Cb	275
CbY1	Cb	799
CbY1	Cb	278
CbY1	Cb	1233
CbY1	Cb	242
CbY1	Cb	321
CbY1	Cb	358
CbY1	Cb	943
CbY1	Cb	3106
CbY1	Cb	366
CbY1	Cb	492
CbY1	Cb	199
CbY1	Cb	382
CbY1	Cb	276
CbY1	Cb	326
CbY1	Cb	815
CbY1	Cb	312
CbY1	Cb	1282
CbY1	Cb	3531
CbY1	Cb	703
CbY1	Cb	2482
CbY1	Cb	368
CbY1	Cb	228
CbY1	Cb	355
CbY1	Cb	552
CbY1	Cb	118
CbY1	Cb	1112
CbY1	Cb	337
CbY1	Cb	287
CbY1	Cb	307
CbY1	Cb	1129
CbY1	Cb	429
CbY1	Cb	307
CbY1	Cb	319
CbY1	Cb	1466
CbY1	Cb	1079
CbY1	Cb	163
CbY1	Cb	970
CbY1	Cb	384
CbY1	Cb	1080
CbY1	Cb	413
CbY1	Cb	328
CbY1	Cb	562
CbY1	Cb	881
CbY1	Cb	480
CbY1	Cb	189
CbY1	Cb	301
CbY1	Cb	826
CbY1	Cb	1320
CbY1	Cb	400
CbY1	Cb	603
CbY1	Cb	180
CbY1	Cb	519
CbY1	Cb	327
CbY1	Cb	360
CbY1	Cb	768
CbY1	Cb	983
CbY1	Cb	222
CbY1	Cb	395
CbY1	Cb	735
CbY1	Cb	346
CbY1	Cb	629
CbY1	Cb	462
CbY1	Cb	188
CbY1	Cb	399
CbY1	Cb	396
CbY1	Cb	385
CbY1	Cb	574
CbY1	Cb	620
CbY1	Cb	253
CbY1	Cb	365
CbY1	Cb	402
CbY1	Cb	2731
CbY1	Cb	242
CbY1	Cb	214
CbY1	Cb	555
CbY1	Cb	706
CbY1	Cb	139
CbY1	Cb	632
CbY1	Cb	200
CbY1	Cb	516
CbY1	Cb	423
CbY1	Cb	978
CbY1	Cb	367
CbY1	Cb	327
CbY1	Cb	352
CbY1	Cb	632
CbY1	Cb	95
CbY1	Cb	273
CbY1	Cb	774
CbY1	Cb	352
CbY1	Cb	482
CbY1	Cb	408
CbY1	Cb	220
CbY1	Cb	396
CbY1	Cb	359
CbY1	Cb	451
CbY1	Cb	1793
CbY1	Cb	140
CbY1	Cb	380
CbY1	Cb	299
CbY1	Cb	385
CbY1	Cb	443
CbY1	Cb	372
CbY1	Cb	576
CbY1	Cb	137
CbY1	Cb	295
CbY1	Cb	1005
CbY1	Cb	1177
CbY1	Cb	355
CbY1	Cb	218
CbY1	Cb	332
CbY1	Cb	366
CbY1	Cb	654
CbY1	Cb	2459
CbY1	Cb	3672
CbY1	Cb	430
CbY1	Cb	447
CbY1	Cb	120
CbY1	Cb	424
CbY1	Cb	1363
CbY1	Cb	367
CbY1	Cb	370
CbY1	Cb	857
CbY1	Cb	2690
CbY1	Cb	1653
CbY1	Cb	326
CbY1	Cb	741
CbY1	Cb	446
CbY1	Cb	1169
CbY1	Cb	167
CbY1	Cb	436
CbY1	Cb	379
CbY1	Cb	202
CbY1	Cb	1119
CbY1	Cb	965
CbY1	Cb	355
CbY1	Cb	795
CbY1	Cb	730
CbY1	Cb	356
CbY1	Cb	432
CbY1	Cb	484
CbY1	Cb	648
CbY1	Cb	476
CbY1	Cb	179
CbY1	Cb	760
CbY1	Cb	335
CbY1	Cb	569
CbY1	Cb	521
CbY1	Cb	360
CbY1	Cb	356
CbY1	Cb	431
CbY1	Cb	942
CbY1	Cb	891
CbY1	Cb	396
CbY1	Cb	467
CbY1	Cb	1427
CbY1	Cb	362
CbY1	Cb	394
CbY1	Cb	348
CbY1	Cb	587
CbY1	Cb	362
CbY1	Cb	337
CbY1	Cb	283
CbY1	Cb	373
CbY1	Cb	423
CbY1	Cb	455
CbY1	Cb	510
CbY1	Cb	342
CbY1	Cb	197
CbY1	Cb	431
CbY1	Cb	363
CbY1	Cb	383
CbY1	Cb	228
CbY1	Cb	351
CbY1	Cb	569
CbY1	Cb	1804
CbY1	Cb	337
CbY1	Cb	320
CbY1	Cb	316
CbY1	Cb	734
CbY1	Cb	2380
CbY1	Cb	314
CbY1	Cb	198
CbY1	Cb	364
CbY1	Cb	424
CbY1	Cb	599
CbY1	Cb	336
CbY1	Cb	385
CbY1	Cb	399
CbY1	Cb	353
CbY1	Cb	1843
CbY1	Cb	403
CbY1	Cb	441
CbY1	Cb	360
CbY1	Cb	380
CbY1	Cb	287
CbY1	Cb	658
CbY1	Cb	386
CbY1	Cb	436
CbY1	Cb	1076
CbY1	Cb	2937
CbY1	Cb	582
CbY1	Cb	289
CbY1	Cb	269
CbY1	Cb	917
CbY1	Cb	277
CbY1	Cb	438
CbY1	Cb	375
CbY1	Cb	760
CbY1	Cb	2107
CbY1	Cb	1425
CbY1	Cb	241
CbY1	Cb	1773
CbY1	Cb	785
CbY1	Cb	816
CbY1	Cb	554
CbY1	Cb	383
CbY1	Cb	304
CbY1	Cb	616
CbY1	Cb	484
CbY1	Cb	802
CbY1	Cb	285
CbY1	Cb	1093
CbY1	Cb	709
CbY1	Cb	244
CbY1	Cb	388
CbY1	Cb	600
CbY1	Cb	474
CbY1	Cb	368
CbY1	Cb	326
CbY1	Cb	219
CbY1	Cb	320
CbY1	Cb	376
CbY1	Cb	2116
CbY1	Cb	535
CbY1	Cb	379
CbY1	Cb	330
CbY1	Cb	1466
CbY1	Cb	384
CbY1	Cb	373
CbY1	Cb	564
CbY1	Cb	769
CbY1	Cb	723
CbY1	Cb	259
CbY1	Cb	346
CbY1	Cb	394
CbY1	Cb	1226
CbY1	Cb	472
CbY1	Cb	144
CbY1	Cb	382
CbY1	Cb	467
CbY1	Cb	377
CbY1	Cb	381
CbY1	Cb	278
CbY1	Cb	410
CbY1	Cb	602
CbY1	Cb	433
CbY1	Cb	757
CbY1	Cb	712
CbY1	Cb	779
CbY1	Cb	865
CbY1	Cb	164
CbY1	Cb	550
CbY1	Cb	288
CbY1	Cb	552
CbY1	Cb	370
CbY1	Cb	733
CbY1	Cb	338
CbY1	Cb	222
CbY1	Cb	486
CbY1	Cb	931
CbY1	Cb	394
CbY1	Cb	328
CbY1	Cb	495
CbY1	Cb	267
CbY1	Cb	187
CbY1	Cb	358
CbY1	Cb	1047
CbY1	Cb	369
CbY1	Cb	479
CbY1	Cb	327
CbY1	Cb	353
CbY1	Cb	3180
CbY1	Cb	287
CbY1	Cb	316
CbY1	Cb	1109
CbY1	Cb	223
CbY1	Cb	385
CbY1	Cb	346
CbY1	Cb	348
CbY1	Cb	1145
CbY1	Cb	537
CbY1	Cb	438
CbY1	Cb	338
CbY1	Cb	375
CbY1	Cb	253
CbY1	Cb	1063
CbY1	Cb	353
CbY1	Cb	2183
CbY1	Cb	412
CbY1	Cb	1125
CbY1	Cb	355
CbY1	Cb	211
CbY1	Cb	364
CbY1	Cb	242
CbY1	Cb	363
CbY1	Cb	230
CbY1	Cb	349
CbY1	Cb	351
CbY1	Cb	352
CbY1	Cb	759
CbY1	Cb	955
CbY1	Cb	474
CbY1	Cb	347
CbY1	Cb	368
CbY1	Cb	415
CbY1	Cb	201
CbY1	Cb	413
CbY1	Cb	397
CbY1	Cb	600
CbY1	Cb	436
CbY1	Cb	917
CbY1	Cb	813
CbY1	Cb	335
CbY1	Cb	366
CbY1	Cb	442
CbY1	Cb	440
CbY1	Cb	999
CbY1	Cb	356
CbY1	Cb	368
CbY1	Cb	966
CbY1	Cb	456
CbY1	Cb	391
CbY1	Cb	502
CbY1	Cb	320
CbY1	Cb	367
CbY1	Cb	776
CbY1	Cb	404
CbY1	Cb	366
CbY1	Cb	1018
CbY1	Cb	597
CbY1	Cb	715
CbY1	Cb	406
CbY1	Cb	605
CbY1	Cb	1678
CbY1	Cb	288
CbY1	Cb	878
CbY1	Cb	364
CbY1	Cb	329
CbY1	Cb	192
CbY1	Cb	3923
CbY1	Cb	912
CbY1	Cb	444
CbY1	Cb	314
CbY1	Cb	891
CbY1	Cb	446
CbY1	Cb	978
CbY1	Cb	358
CbY1	Cb	401
CbY1	Cb	371
CbY1	Cb	764
CbY1	Cb	737
CbY1	Cb	297
CbY1	Cb	579
CbY1	Cb	400
CbY1	Cb	458
CbY1	Cb	421
CbY1	Cb	562
CbY1	Cb	228
CbY1	Cb	2068
CbY1	Cb	1094
CbY1	Cb	2264
CbY1	Cb	1294
CbY1	Cb	356
CbY1	Cb	586
CbY1	Cb	395
CbY1	Cb	242
CbY1	Cb	1526
CbY1	Cb	280
CbY1	Cb	328
CbY1	Cb	358
CbY1	Cb	374
CbY1	Cb	378
CbY1	Cb	215
CbY1	Cb	407
CbY1	Cb	210
CbY1	Cb	1738
CbY1	Cb	348
CbY1	Cb	394
CbY1	Cb	377
CbY1	Cb	295
CbY1	Cb	1085
CbY1	Cb	212
CbY1	Cb	218
CbY1	Cb	715
CbY1	Cb	806
CbY1	Cb	198
CbY1	Cb	819
CbY1	Cb	414
CbY1	Cb	542
CbY1	Cb	356
CbY1	Cb	440
CbY1	Cb	389
CbY1	Cb	642
CbY1	Cb	270
CbY1	Cb	165
CbY1	Cb	161
CbY1	Cb	318
CbY1	Cb	365
CbY1	Cb	356
CbY1	Cb	833
CbY1	Cb	972
CbY1	Cb	2772
CbY1	Cb	311
CbY1	Cb	619
CbY1	Cb	813
CbY1	Cb	2644
CbY1	Cb	346
CbY1	Cb	624
CbY1	Cb	485
CbY1	Cb	812
CbY1	Cb	138
CbY1	Cb	701
CbY1	Cb	238
CbY1	Cb	347
CbY1	Cb	510
CbY1	Cb	396
CbY1	Cb	366
CbY1	Cb	716
CbY1	Cb	299
CbY1	Cb	345
CbY1	Cb	450
CbY1	Cb	254
CbY1	Cb	355
CbY1	Cb	434
CbY1	Cb	650
CbY1	Cb	359
CbY1	Cb	372
CbY1	Cb	396
CbY1	Cb	568
CbY1	Cb	308
CbY1	Cb	749
CbY1	Cb	1099
CbY1	Cb	364
CbY1	Cb	946
CbY1	Cb	455
CbY1	Cb	737
CbY1	Cb	376
CbY1	Cb	760
CbY1	Cb	940
CbY1	Cb	272
CbY1	Cb	488
CbY1	Cb	550
CbY1	Cb	599
CbY1	Cb	737
CbY1	Cb	304
CbY1	Cb	467
CbY1	Cb	451
CbY1	Cb	192
CbY1	Cb	240
CbY1	Cb	632
CbY1	Cb	708
CbY1	Cb	474
CbY1	Cb	315
CbY1	Cb	566
CbY1	Cb	683
CbY1	Cb	190
CbY1	Cb	1509
CbY1	Cb	424
CbY1	Cb	336
CbY1	Cb	383
CbY1	Cb	554
CbY1	Cb	384
CbY1	Cb	679
CbY1	Cb	578
CbY1	Cb	1593
CbY1	Cb	624
CbY1	Cb	814
CbY1	Cb	372
CbY1	Cb	379
CbY1	Cb	779
CbY1	Cb	349
CbY1	Cb	754
CbY1	Cb	1201
CbY1	Cb	212
CbY1	Cb	377
CbY1	Cb	1294
CbY1	Cb	517
CbY1	Cb	720
CbY1	Cb	355
CbY1	Cb	247
CbY1	Cb	494
CbY1	Cb	371
CbY1	Cb	346
CbY1	Cb	428
CbY1	Cb	452
CbY1	Cb	310
CbY1	Cb	393
CbY1	Cb	122
CbY1	Cb	404
CbY1	Cb	237
CbY1	Cb	437
CbY1	Cb	590
CbY1	Cb	120
CbY1	Cb	1971
CbY1	Cb	837
CbY1	Cb	1332
CbY1	Cb	389
CbY1	Cb	519
CbY1	Cb	559
CbY1	Cb	251
CbY1	Cb	349
CbY1	Cb	769
CbY1	Cb	330
CbY1	Cb	226
CbY1	Cb	1424
CbY1	Cb	375
CbY1	Cb	357
CbY1	Cb	163
CbY1	Cb	527
CbY1	Cb	360
CbY1	Cb	715
CbY1	Cb	1778
CbY1	Cb	1218
CbY1	Cb	281
CbY1	Cb	214
CbY1	Cb	331
CbY1	Cb	230
CbY1	Cb	3580
CbY1	Cb	1379
CbY1	Cb	409
CbY1	Cb	456
CbY1	Cb	360
CbY1	Cb	751
CbY1	Cb	554
CbY1	Cb	431
CbY1	Cb	400
CbY1	Cb	327
CbY1	Cb	556
CbY1	Cb	456
CbY1	Cb	337
CbY1	Cb	993
CbY1	Cb	276
CbY1	Cb	425
CbY1	Cb	494
CbY1	Cb	221
CbY1	Cb	4571
CbY1	Cb	236
CbY1	Cb	240
CbY1	Cb	407
CbY1	Cb	654
CbY1	Cb	815
CbY1	Cb	1390
CbY1	Cb	1791
CbY1	Cb	630
CbY1	Cb	393
CbY1	Cb	2755
CbY1	Cb	382
CbY1	Cb	396
CbY1	Cb	260
CbY1	Cb	584
CbY1	Cb	261
CbY1	Cb	1451
CbY1	Cb	1216
CbY1	Cb	434
CbY1	Cb	421
CbY1	Cb	379
CbY1	Cb	293
CbY1	Cb	236
CbY1	Cb	1685
CbY1	Cb	364
CbY1	Cb	266
CbY1	Cb	918
CbY1	Cb	138
CbY1	Cb	204
CbY1	Cb	663
CbY1	Cb	352
CbY1	Cb	367
CbY1	Cb	378
CbY1	Cb	225
CbY1	Cb	540
CbY1	Cb	860
CbY1	Cb	386
CbY1	Cb	340
CbY1	Cb	3675
CbY1	Cb	390
CbY1	Cb	403
CbY1	Cb	417
CbY1	Cb	941
CbY1	Cb	207
CbY1	Cb	676
CbY1	Cb	2213
CbY1	Cb	267
CbY1	Cb	350
CbY1	Cb	596
CbY1	Cb	371
CbY1	Cb	517
CbY1	Cb	170
CbY1	Cb	325
CbY1	Cb	2062
CbY1	Cb	359
CbY1	Cb	601
CbY1	Cb	512
CbY1	Cb	392
CbY1	Cb	335
CbY1	Cb	2200
CbY1	Cb	488
CbY1	Cb	362
CbY1	Cb	370
CbY1	Cb	418
CbY1	Cb	163
CbY1	Cb	363
CbY1	Cb	339
CbY1	Cb	1012
CbY1	Cb	826
CbY1	Cb	608
CbY1	Cb	1195
CbY1	Cb	836
CbY1	Cb	562
CbY1	Cb	369
CbY1	Cb	2072
CbY1	Cb	747
CbY1	Cb	746
CbY1	Cb	339
CbY1	Cb	419
CbY1	Cb	396
CbY1	Cb	555
CbY1	Cb	218
CbY1	Cb	456
CbY1	Cb	350
CbY1	Cb	783
CbY1	Cb	357
CbY1	Cb	843
CbY1	Cb	243
CbY1	Cb	313
CbY1	Cb	318
CbY1	Cb	342
CbY1	Cb	418
CbY1	Cb	491
CbY1	Cb	385
CbY1	Cb	552
CbY1	Cb	228
CbY1	Cb	630
CbY1	Cb	270
CbY1	Cb	667
CbY1	Cb	490
CbY1	Cb	208
CbY1	Cb	667
CbY1	Cb	381
CbY1	Cb	733
CbY1	Cb	381
CbY1	Cb	432
CbY1	Cb	1626
CbY1	Cb	658
CbY1	Cb	610
CbY1	Cb	639
CbY1	Cb	360
CbY1	Cb	1164
CbY1	Cb	1271
CbY1	Cb	363
CbY1	Cb	475
CbY1	Cb	238
CbY1	Cb	610
CbY1	Cb	737
CbY1	Cb	176
CbY1	Cb	451
CbY1	Cb	359
CbY1	Cb	269
CbY1	Cb	289
CbY1	Cb	480
CbY1	Cb	359
CbY1	Cb	191
CbY1	Cb	349
CbY1	Cb	660
CbY1	Cb	666
CbY1	Cb	438
CbY1	Cb	689
CbY1	Cb	131
CbY1	Cb	617
CbY1	Cb	111
CbY1	Cb	196
CbY1	Cb	1268
CbY1	Cb	412
CbY1	Cb	643
CbY1	Cb	334
CbY1	Cb	939
CbY1	Cb	231
CbY1	Cb	594
CbY1	Cb	1186
CbY1	Cb	783
CbY1	Cb	441
CbY1	Cb	368
CbY1	Cb	193
CbY1	Cb	253
CbY1	Cb	343
CbY1	Cb	333
CbY1	Cb	748
CbY1	Cb	1536
CbY1	Cb	319
CbY1	Cb	2862
CbY1	Cb	350
CbY1	Cb	678
CbY1	Cb	372
CbY1	Cb	393
CbY1	Cb	1009
CbY1	Cb	400
CbY1	Cb	329
CbY1	Cb	97
CbY1	Cb	326
CbY1	Cb	513
CbY1	Cb	392
CbY1	Cb	615
CbY1	Cb	233
CbY1	Cb	729
